caps,is_text_in_left,is_center,is_text_in_right,is_txt_dwn_head,is_txt_up_head,is_bold,is_word_num,is_left_algnd,IsColonEnd,relative_text_height,black_percent,avg_word_height,avg_word_width,thickness,is_header
0,1,0,1,1,0.714285714,0,0,0,0,0.223684211,0.506666667,0.056338028,0.330882353,0,0
0,0,0,1,0.333333333,0.714285714,0,0,0,1,0.355263158,0.480243161,0.197183099,0.276470588,0.333333333,0
0,1,0,1,1,0.142857143,0,1,0,0,0.526315789,0.34375,0.450704225,0.010294118,0.166666667,0
0,0,0,1,0.5,0.285714286,0,0,0,0,0.513157895,0.320395738,0.253521127,0.107352941,0.25,0
0,0,0,1,1,0.428571429,0,0,0,1,0.276315789,0.434188034,0.183098592,0.132352941,0.333333333,0
0,0,0,1,0.5,0.714285714,0,0,0,1,0.434210526,0.476034858,0.253521127,0.3,0.416666667,1
0,0,0,1,1,0.428571429,0,0,0,1,0.355263158,0.509242695,0.183098592,0.189705882,0.333333333,0
0,1,0,1,1,0.285714286,0,0,0,0,0.328947368,0.833333333,0.028169014,0.035294118,0,0
0,0,0,1,1,1,0,0,0,0,0.289473684,0.371352785,0.183098592,0.298529412,0.208333333,0
0,0,0,1,1,1,0,0,0,0,0.026315789,1,0.028169014,0.002941176,0,0
0,1,0,1,1,0.142857143,0,0,0,0,0.236842105,0.35,0.14084507,0.008823529,0.166666667,0
0,1,0,1,0.833333333,0.428571429,0,0,0,1,0.276315789,0.403483309,0.183098592,0.077941176,0.333333333,0
0,1,0,1,0.666666667,1,0,1,0,0,0.407894737,0.331168831,0.309859155,0.010294118,0.125,0
0,1,0,1,1,0.428571429,0,0,0,0,0.078947368,0.396551724,0.028169014,0.042647059,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.368421053,0.403453689,0.183098592,0.072058824,0.291666667,0
0,1,0,1,1,0.142857143,0,1,0,0,0.513157895,0.325892857,0.450704225,0.010294118,0.125,0
0,1,0,1,1,0.428571429,0,0,0,0,0.092105263,0.509803922,0.028169014,0.075,0,0
0,1,1,1,1,1,0,0,0,0,0.026315789,0.666666667,0.028169014,0.004411765,0,0
0,1,0,1,0.166666667,0.142857143,0,1,0,0,0.092105263,0.257142857,0.070422535,0.010294118,0.0625,0
0,1,0,1,0.666666667,1,0,0,0,0,0.210526316,0.495689655,0.056338028,0.341176471,0,0
0,0,0,1,0.5,0.285714286,0,0,0,0,0.210526316,0.517460317,0.042253521,0.154411765,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.355263158,0.418269231,0.183098592,0.070588235,0.3125,0
0,1,0,1,1,0.428571429,0,0,0,0,0.697368421,0.551724138,0.028169014,0.042647059,0,0
0,0,0,1,0.5,0.428571429,0,0,0,1,0.289473684,0.474871795,0.183098592,0.110294118,0.291666667,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.5,0.389162562,0.408450704,0.010294118,0.166666667,0
0,1,1,1,1,1,0,0,0,0,0.026315789,0.75,0.028169014,0.005882353,0,0
0,1,1,1,1,1,0,0,0,0,0.092105263,0.47826087,0.042253521,0.067647059,0,0
0,1,0,1,0.833333333,0.285714286,0,0,0,0,0.157894737,0.498168498,0.042253521,0.267647059,0,0
0,1,0,1,1,1,0,0,0,0,0.026315789,0.5,0.028169014,0.004411765,0,0
0,1,0,1,0.833333333,0.428571429,0,0,0,1,0.276315789,0.41509434,0.183098592,0.077941176,0.333333333,0
0,1,0,1,0.666666667,0.142857143,0,1,0,0,0.473684211,0.380952381,0.38028169,0.010294118,0.208333333,0
0,1,0,1,0.666666667,0.714285714,0,0,0,0,0.210526316,0.537735849,0.056338028,0.311764706,0,0
0,1,0,1,0.666666667,1,0,0,0,0,0.065789474,0.561403509,0.042253521,0.027941176,0,0
0,1,0,1,0.5,0.571428571,0,0,0,1,0.276315789,0.497273719,0.197183099,0.192647059,0.333333333,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.513157895,0.379591837,0.492957746,0.010294118,0.166666667,0
0,0,0,1,0.666666667,0.428571429,0,0,0,0,0.039473684,0.576576577,0.042253521,0.054411765,0,0
0,0,0,1,0.5,0.428571429,0,0,0,1,0.289473684,0.503118503,0.183098592,0.108823529,0.333333333,0
0,0,0,1,1,0.142857143,0,1,0,0,0.539473684,0.378151261,0.478873239,0.010294118,0.166666667,0
0,1,0,1,1,0.285714286,0,0,0,0,0.210526316,0.50764526,0.042253521,0.160294118,0,0
0,1,0,1,0.333333333,0.571428571,0,0,0,1,0.355263158,0.415064103,0.183098592,0.070588235,0.333333333,0
0,0,1,1,1,0.428571429,0,0,0,0,0.736842105,0.298882682,0.056338028,0.263235294,0,0
0,0,0,1,0.166666667,0.857142857,0,0,0,0,0.039473684,0.666666667,0.042253521,0.004411765,0,0
0,0,0,1,1,0.285714286,0,0,0,0,0.092105263,0.607142857,0.028169014,0.041176471,0,0
0,0,0,1,1,0.142857143,0,0,0,0,0.092105263,0.55,0.028169014,0.044117647,0,0
0,0,0,1,1,0.428571429,0,0,0,1,0.276315789,0.418238994,0.169014085,0.077941176,0.333333333,0
0,0,0,1,1,0.142857143,0,1,0,0,0.407894737,0.380952381,0.338028169,0.010294118,0.166666667,0
0,0,0,1,0.5,1,0,0,0,1,0.289473684,0.484442524,0.183098592,0.261764706,0.333333333,0
0,0,0,1,0.333333333,1,0,0,0,0,0.644736842,0.811111111,0.028169014,0.066176471,0,0
0,0,0,1,1,0.428571429,0,0,0,0,0.289473684,0.466137566,0.197183099,0.198529412,0.333333333,0
0,0,0,1,1,0.285714286,0,0,0,0,0.618421053,0.738636364,0.028169014,0.064705882,0,0
0,1,0,1,0.5,1,0,0,0,0,0.394736842,0.05,0.422535211,0.044117647,0.083333333,0
0,1,0,0,0.5,1,0,0,0,0,0.368421053,0.318850902,0.183098592,0.476470588,0.166666667,0
0,1,0,1,1,0.428571429,0,1,0,0,0.394736842,0.052380952,0.422535211,0.030882353,0.041666667,0
0,1,0,0,1,0.428571429,0,0,0,0,0.368421053,0.311418685,0.197183099,0.425,0.208333333,0
0,1,0,1,0.833333333,1,0,0,0,1,0.276315789,0.346666667,0.225352113,0.110294118,0.25,0
0,1,0,0,1,1,0,0,0,0,0.592105263,0.47972973,0.028169014,0.108823529,0,0
0,1,1,1,1,1,0,0,0,1,0.276315789,0.496200608,0.197183099,0.138235294,0.291666667,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.473684211,0.31122449,0.394366197,0.010294118,0.083333333,0
0,1,0,1,1,0.285714286,0,0,0,0,0.118421053,0.456928839,0.042253521,0.261764706,0,0
0,0,0,1,0.666666667,0.285714286,0,0,0,0,0.565789474,0.128723404,0.14084507,0.138235294,0.083333333,0
0,1,0,1,0.5,0.571428571,0,0,0,1,0.276315789,0.500880799,0.183098592,0.192647059,0.333333333,0
0,1,0,1,0.333333333,1,0,0,0,0,0.644736842,0.482905983,0.042253521,0.114705882,0,0
0,1,0,1,0.5,0.285714286,0,0,0,0,0.197368421,0.501798561,0.028169014,0.408823529,0,0
0,1,1,1,1,0.571428571,0,0,0,1,0.276315789,0.488839286,0.197183099,0.141176471,0.333333333,0
0,1,0,1,0.166666667,0.142857143,0,1,0,0,0.526315789,0.365740741,0.507042254,0.008823529,0.166666667,0
0,1,0,1,0.833333333,0.285714286,0,0,0,0,0.421052632,0.434210526,0.042253521,0.335294118,0,0
0,1,0,1,1,0.142857143,0,0,0,0,0.118421053,0.111111111,0.126760563,0.002941176,0,0
0,1,0,1,1,0.142857143,0,0,0,0,0.328947368,0.12,0.352112676,0.008823529,0.083333333,0
0,1,0,1,1,0.571428571,0,0,0,0,0.026315789,0.5,0.028169014,0.004411765,0,0
0,1,0,1,1,0.428571429,0,0,0,0,0.026315789,0.5,0.028169014,0.004411765,0,0
0,1,0,1,1,0.714285714,0,0,0,1,0.276315789,0.509324009,0.183098592,0.194117647,0.333333333,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.526315789,0.325396825,0.507042254,0.010294118,0.083333333,0
0,1,1,1,1,1,0,0,0,1,0.276315789,0.485270049,0.183098592,0.138235294,0.291666667,0
0,1,0,1,0.166666667,1,0,1,0,0,0.618421053,0.341463415,0.577464789,0.008823529,0.145833333,0
0,0,0,0,0.166666667,0.714285714,0,0,0,0,0.276315789,0.485119048,0.197183099,0.070588235,0.333333333,0
0,0,0,0,1,0.857142857,0,0,0,0,0.184210526,0.410416667,0.042253521,0.470588235,0,0
0,0,0,0,1,0.142857143,0,0,0,0,0.421052632,0.329353933,0.225352113,0.130882353,0.25,0
0,0,0,0,1,0.142857143,0,0,0,0,0.131578947,0.333333333,0.028169014,0.008823529,0,0
0,0,0,1,1,0.285714286,0,0,0,0,0.605263158,0.280898876,0.056338028,0.130882353,0,0
0,0,1,1,1,1,0,0,0,0,0.092105263,0.546666667,0.042253521,0.036764706,0,0
0,0,0,1,0.5,1,0,0,0,1,0.355263158,0.422877847,0.197183099,0.202941176,0.333333333,0
0,0,0,1,0.666666667,1,0,1,0,0,0.328947368,0.777777778,0.028169014,0.013235294,0,0
0,1,0,1,1,0.857142857,0,0,0,0,0.105263158,0.642857143,0.028169014,0.154411765,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.342105263,0.426504189,0.183098592,0.148529412,0.291666667,0
0,1,0,0,0.166666667,0.142857143,0,1,0,0,0.907894737,0.287878788,0.929577465,0.008823529,0.083333333,0
0,0,0,0,0.666666667,0.142857143,0,1,0,0,0.447368421,0.306122449,0.394366197,0.010294118,0.125,0
0,1,0,1,0.833333333,1,0,0,0,0,0.118421053,0.424278846,0.056338028,0.611764706,0,0
0,0,0,1,0.666666667,0.142857143,0,0,0,0,0.828947368,0.272321429,0.788732394,0.011764706,0.083333333,0
0,1,0,1,0.666666667,0.571428571,0,0,0,0,0.197368421,0.444852941,0.042253521,0.4,0,0
0,1,0,1,0.5,0.285714286,0,0,0,0,0.368421053,0.333333333,0.295774648,0.010294118,0.166666667,0
0,1,0,0,0.166666667,0.142857143,0,0,0,0,0.289473684,0.180758017,0.295774648,0.072058824,0.125,0
0,1,0,0,0.166666667,0.142857143,0,1,0,0,0.289473684,0.288888889,0.211267606,0.030882353,0.208333333,0
0,0,0,0,0.166666667,0.142857143,0,0,1,0,0.289473684,0.35625,0.225352113,0.029411765,0.1875,0
0,1,0,0,0.333333333,0.142857143,0,0,0,0,0.210526316,0.29004329,0.154929577,0.030882353,0.1875,0
0,0,0,0,0.166666667,0.142857143,0,0,0.961904762,0,0.289473684,0.523809524,0.112676056,0.030882353,0.708333333,0
0,1,0,0,0.166666667,0.142857143,0,0,0,1,0.197368421,0.447619048,0.14084507,0.030882353,0.083333333,0
0,1,0,0,0.166666667,0.142857143,0,1,0,0,0.276315789,0.393650794,0.211267606,0.030882353,0.25,0
0,0,0,0,0.166666667,0.142857143,0,0,0.961904762,0,0.105263158,0.333333333,0.098591549,0.022058824,0.25,0
0,0,0,0,0.166666667,0.142857143,0,1,0,0,0.394736842,0.378968254,0.338028169,0.030882353,0.333333333,0
0,0,0,0,0.166666667,0.142857143,0,0,0,0,0.118421053,0.375,0.112676056,0.027941176,0.208333333,0
0,0,0,0,0.166666667,0.142857143,0,0,0,0,0.276315789,0.37037037,0.253521127,0.030882353,0.25,0
0,1,0,0,0.5,0.142857143,0,0,0,1,0.197368421,0.438080495,0.056338028,0.475,0,0
0,1,0,1,1,0.428571429,0,0,0,0,0.25,0.478114478,0.028169014,0.436764706,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.355263158,0.43488195,0.183098592,0.148529412,0.291666667,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.578947368,0.360714286,0.563380282,0.010294118,0.166666667,0
0,0,0,0,0.166666667,1,0,0,0,0,0.25,0.277777778,0.253521127,0.030882353,0.166666667,0
0,1,0,0,0.166666667,0.142857143,0,0,0,0,0.197368421,0.411255411,0.154929577,0.030882353,0.25,0
0,0,0,0,0.166666667,0.142857143,0,0,0.971428571,0,0.118421053,0.492063492,0.042253521,0.030882353,0,0
0,0,0,0,0.166666667,0.142857143,0,0,0.980952381,0,0.302631579,0.302083333,0.253521127,0.023529412,0.166666667,0
0,1,0,0,0.666666667,0.142857143,0,0,0,0,0.25,0.272108844,0.197183099,0.030882353,0.1875,0
0,1,0,0,0.166666667,0.428571429,0,0,0.980952381,0,0.118421053,0.622222222,0.042253521,0.022058824,0,0
0,1,0,0,0.166666667,0.142857143,0,1,0,0,0.236842105,0.391941392,0.183098592,0.030882353,0.270833333,0
0,0,0,0,0.166666667,0.142857143,0,0,0,0,0.171052632,0.433862434,0.126760563,0.030882353,0.166666667,0
0,0,0,0,0.166666667,0.142857143,0,1,0.99047619,0,0.236842105,0.34375,0.225352113,0.023529412,0.208333333,0
0,1,0,0,1,0.142857143,0,0,0,0,0.394736842,0.554433221,0.042253521,0.873529412,0,0
0,1,0,0,0.166666667,0.142857143,0,0,0.99047619,0,0.171052632,0.388888889,0.126760563,0.023529412,0.166666667,0
0,1,0,1,1,0.571428571,0,0,0,0,0.026315789,0.5,0.028169014,0.008823529,0,0
0,1,0,1,0.666666667,0.428571429,0,0,0,0,0.052631579,0.625,0.028169014,0.035294118,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.276315789,0.509324009,0.183098592,0.194117647,0.333333333,0
0,1,0,1,0.166666667,0.142857143,0,1,0,0,0.355263158,0.328571429,0.281690141,0.010294118,0.166666667,0
0,1,1,1,1,1,0,0,0,1,0.276315789,0.506546645,0.183098592,0.138235294,0.291666667,0
0,1,0,1,0.166666667,1,0,1,0,0,0.671052632,0.376899696,0.661971831,0.010294118,0.125,0
0,1,0,1,0.666666667,0.571428571,0,0,0,0,0.065789474,0.434210526,0.028169014,0.055882353,0,0
0,1,0,0,1,0.428571429,0,0,0,0,0.276315789,0.469387755,0.042253521,0.432352941,0,0
0,1,0,1,1,0.285714286,0,0,0,0,0.092105263,0.377777778,0.042253521,0.022058824,0,0
0,1,0,1,1,0.571428571,0,0,0,1,0.355263158,0.428789033,0.183098592,0.148529412,0.291666667,0
0,1,0,1,0.166666667,0.571428571,0,1,0,0,0.513157895,0.236734694,0.492957746,0.010294118,0.083333333,0
0,1,0,1,0.666666667,0.285714286,0,0,0,0,0.105263158,0.523076923,0.042253521,0.191176471,0,0
0,1,0,1,0.666666667,0.285714286,0,0,0,0,0.565789474,0.471982759,0.028169014,0.341176471,0,0
0,1,0,1,0.166666667,1,0,0,0,0,0.236842105,0.507092199,0.042253521,0.138235294,0,0
0,1,0,0,0.5,1,0,0,0,0,0.105263158,0.441558442,0.042253521,0.566176471,0,0
0,1,0,1,1,1,0,0,0,0,0.105263158,0.421052632,0.042253521,0.027941176,0,0
0,0,0,0,0.166666667,1,0,0,0,0,0.039473684,0.5,0.042253521,0.011764706,0,0
0,0,0,0,0.166666667,1,0,0,0,0,0.052631579,0.5,0.028169014,0.002941176,0,0
0,0,0,0,0.166666667,1,0,0,0,0,0.026315789,0.5,0.028169014,0.005882353,0,0
0,1,0,1,0.5,1,0,0,0,1,0.276315789,0.501623377,0.197183099,0.194117647,0.333333333,0
0,1,0,1,0.333333333,0.142857143,0,0,0,1,0.5,0.248484848,0.154929577,0.022058824,0.125,0
0,1,0,1,0.5,0.428571429,0,0,0,0,0.210526316,0.520661157,0.028169014,0.177941176,0,0
0,1,0,1,0.666666667,1,0,0,0,0,0.210526316,0.460869565,0.042253521,0.507352941,0,0
0,1,0,1,0.666666667,0.428571429,0,0,0,0,0.092105263,0.455284553,0.028169014,0.180882353,0,0
0,1,0,1,1,0.285714286,0,0,0,0,0.184210526,0.459459459,0.042253521,0.108823529,0,0
0,1,0,1,0.5,0.428571429,0,0,0,1,0.276315789,0.478398314,0.183098592,0.107352941,0.291666667,0
0,1,0,1,1,0.142857143,0,1,0,0,0.368421053,0.285714286,0.281690141,0.010294118,0.083333333,0
0,1,0,1,1,1,0,0,0,0,0.105263158,0.430327869,0.042253521,0.358823529,0,0
0,1,1,1,1,1,0,0,0,0,0.065789474,0.5,0.028169014,0.139705882,0,0
0,1,0,1,1,1,0,0,0,0,0.013157895,0.5,0.014084507,0.005882353,0,0
0,1,0,1,0.166666667,1,0,0,0,0,0.039473684,0.666666667,0.042253521,0.004411765,0,0
0,1,0,1,1,1,0,0,0,0,0.026315789,0.833333333,0.028169014,0.004411765,0,0
0,1,0,1,1,1,0,0,0,1,0.342105263,0.431089744,0.183098592,0.070588235,0.333333333,0
0,1,0,1,1,0.142857143,0,1,0,0,0.513157895,0.296875,0.450704225,0.011764706,0.125,0
0,1,0,1,1,0.428571429,0,0,0,0,0.092105263,0.414239482,0.042253521,0.151470588,0,0
0,1,1,1,1,1,0,0,0,0,0.039473684,0.450980392,0.042253521,0.025,0,0
0,1,0,0,1,1,0,0,0,0,0.131578947,0.419173554,0.070422535,0.889705882,0.083333333,0
0,1,0,1,0.5,0.571428571,0,0,0,1,0.289473684,0.473076923,0.197183099,0.191176471,0.333333333,0
0,1,0,1,0.333333333,0.142857143,0,0,0,0,0.513157895,0.285714286,0.492957746,0.010294118,0.125,0
0,1,0,1,1,1,0,0,0,0,0.039473684,0.583333333,0.042253521,0.005882353,0,0
0,0,0,1,1,0.571428571,0,0,0,0,0.105263158,0.513108614,0.042253521,0.130882353,0,0
0,0,0,1,0.833333333,0.857142857,0,0,0,1,0.473684211,0.458277027,0.225352113,0.544117647,0.416666667,1
0,1,0,1,0.5,0.428571429,0,0,0,1,0.276315789,0.484407484,0.183098592,0.108823529,0.333333333,0
0,1,0,1,0.166666667,0.428571429,0,0,0,0,0.342105263,0.327272727,0.154929577,0.022058824,0.208333333,0
0,1,0,1,0.166666667,0.142857143,0,0,0,0,0.026315789,0,0.028169014,0.002941176,0,0
0,1,0,1,0.833333333,0.428571429,0,0,0,1,0.276315789,0.408284024,0.183098592,0.076470588,0.333333333,0
0,1,0,1,0.666666667,0.857142857,0,0,0,0,0.552631579,0.13968254,0.591549296,0.022058824,0.125,0
0,1,0,1,0.833333333,0.714285714,0,0,0,0,0.210526316,0.478767123,0.056338028,0.536764706,0,0
0,0,0,1,0.833333333,0.428571429,0,0,0,1,0.289473684,0.446322908,0.183098592,0.133823529,0.291666667,0
0,1,0,1,0.666666667,0.142857143,0,1,0,0,0.407894737,0.371428571,0.352112676,0.010294118,0.166666667,0
0,1,0,1,0.5,0.571428571,0,0,0,0,0.289473684,0.506602641,0.197183099,0.175,0.333333333,0
0,1,0,1,0.5,1,0,0,0,1,0.184210526,0.1,0.14084507,0.005882353,0,0
0,1,0,1,0.333333333,0.142857143,0,1,0,0,0.565789474,0.176470588,0.478873239,0.017647059,0.083333333,0
0,1,0,1,0.833333333,0.428571429,0,0,0,0,0.210526316,0.397664835,0.056338028,0.535294118,0,0
0,0,0,1,0.833333333,0.285714286,0,0,0,1,0.289473684,0.43956044,0.183098592,0.133823529,0.333333333,0
0,1,0,1,0.666666667,0.142857143,0,0,0,0,0.302631579,0.303571429,0.112676056,0.010294118,0.166666667,0
0,1,0,1,1,0.142857143,0,0,0,1,0.289473684,0.456485121,0.183098592,0.201470588,0.333333333,0
0,1,0,1,1,0.142857143,0,1,0,0,1,0.283702213,1,0.010294118,0.083333333,0
0,1,0,1,1,1,0,0,0,0,0.039473684,0.333333333,0.042253521,0.013235294,0,0
0,1,0,1,1,1,0,0,0,0,0.026315789,0.166666667,0.028169014,0.004411765,0,0
0,1,0,1,1,1,0,0,0,0,0.078947368,0.463636364,0.028169014,0.080882353,0,0
0,0,0,1,0.166666667,0.714285714,0,0,0,0,0.276315789,0.491987179,0.183098592,0.070588235,0.333333333,0
0,1,0,1,1,0,0,0,0,0,0.592105263,0.343537415,0.591549296,0.010294118,0.104166667,0
0,1,0,0,1,0,0,0,0,0,0.394736842,0.401030169,0.211267606,0.666176471,0.25,0
0,0,1,1,1,0.571428571,0,0,0,0,0.223684211,0.411917098,0.042253521,0.567647059,0,0
0,0,0,1,0.166666667,0,0,0,0,0,0.355263158,0.447045708,0.183098592,0.202941176,0.291666667,0
0,0,0,0,0.166666667,0,0,0,0,0,0.565789474,0.140198735,0.577464789,0.198529412,0.166666667,0
0,1,0,0,0.166666667,0,0,0,0,0,0.236842105,0.377252585,0.070422535,0.995588235,0.083333333,0
0,0,0,1,0.666666667,0,0,0,0,1,0.368421053,0.441780822,0.183098592,0.429411765,0.291666667,0
